ID,TYPE,LONGITUD,LATITUD,EQUIPAMENT,NOM_BARRI
1104,K014,2.161.587,41.381.538,BUS -55-120-141-H16-V11-D50--,Sant Antoni
1105,K015,2.155.494,4.137.492,NITBUS -N0--,el Poble-sec
1106,K015,2.183.646,41.433.363,NITBUS -N3--,Sant Andreu
1107,K014,2.187.566,41.449.267,BUS -76-H2-D50--,la Trinitat Nova
1108,K014,2.184.263,41.446.526,BUS -60-76-127-132--,la Prosperitat
1109,K014,2.137.217,41.428.118,BUS -19-76-135--,Sant Genís dels Agudells
1110,K015,2.193.475,41.446.209,NITBUS -N9--,Sant Andreu
1111,K015,2.161.825,41.393.367,NITBUS -N9--,la Dreta de l'Eixample
1112,K014,2.166.457,41.387.962,BUS -7-54-H12-52--,la Dreta de l'Eixample
1113,K015,2.169.342,41.387.788,NITBUS -N1-N15-N2-N28--,la Dreta de l'Eixample
1114,K014,2.156.495,41.416.493,BUS -24-V19--,Can Baró
1115,K015,2.190.934,41.439.445,NITBUS -N9--,Sant Andreu
1116,K014,2.167.948,4.139.798,BUS -6-33-34-H10--,la Dreta de l'Eixample
1117,K015,2.167.948,4.139.798,NITBUS -N9--,la Dreta de l'Eixample
1118,K015,2.187.115,41.421.433,NITBUS -N3--,la Sagrera
1119,K014,2.139.252,41.405.471,BUS -V15--,Sant Gervasi - la Bonanova
1120,K014,2.159.921,41.374.911,BUS -D20--,el Poble-sec
1121,K014,2.172.594,41.459.956,BUS -62-76-183--,Ciutat Meridiana
1122,K015,2.123.713,41.378.604,NITBUS -N14-N2-N3-N28--,la Maternitat i Sant Ramon
1123,K015,2.132.885,41.389.184,NITBUS -N0--,les Corts
1124,K014,2.139.489,41.388.564,BUS -78-V9--,les Corts
1125,K015,2.185.425,4.138.487,NITBUS -N12-N8-N28--,"Sant Pere, Santa Caterina i la Ribera"
1126,K014,2.150.421,41.395.239,BUS -V13--,Sant Gervasi - Galvany
1127,K015,2.180.278,41.390.721,NITBUS -N11-N12-N15--,"Sant Pere, Santa Caterina i la Ribera"
1128,K015,2.185.288,41.447.897,NITBUS -N1--,la Trinitat Nova
1129,K014,2.144.987,41.365.413,BUS -13--,el Poble-sec
1130,K014,2.119.982,41.395.575,BUS -130-V3--,Sarrià
1131,K015,2.125.779,41.398.288,NITBUS -N7--,Sarrià
1132,K014,2.149.311,41.431.463,BUS -V21-135--,la Vall d'Hebron
1133,K014,214.478,41.430.697,BUS -27-60-76-V21-H4-M19-135--,Montbau
1134,K015,219.096,41.441.839,NITBUS -N9--,Sant Andreu
1135,K015,2.177.304,41.384.994,NITBUS -N8-N28--,el Barri Gòtic
1136,K015,2.192.158,41.379.182,NITBUS -N12-N28--,la Barceloneta
1137,K015,2.173.067,41.426.428,NITBUS -N4--,Vilapicina i la Torre Llobeta
1138,K015,2.141.066,41.404.253,NITBUS -N5--,Sant Gervasi - Galvany
1139,K015,2.123.746,41.401.297,NITBUS -N8--,Sarrià
1140,K014,2.121.454,4.140.699,BUS -H2-V9--,Sarrià
1141,K014,2.180.525,41.447.413,BUS -11-76-127-H2-V29-D50-180-197--,la Trinitat Nova
1142,K014,2.175.579,41.442.467,BUS -11-D40-V29--,Verdun
1143,K014,2.143.536,41.364.371,BUS -13--,el Poble-sec
1144,K014,2.160.389,41.380.917,BUS -V11--,Sant Antoni
1145,K014,215.879,41.423.159,BUS -V23--,la Font d'en Fargues
1146,K014,216.498,41.423.742,BUS -117-V23--,la Font d'en Fargues
1147,K014,2.190.656,41.414.019,BUS -34-B24--,el Clot
1148,K015,2.144.921,41.375.184,NITBUS -N14-N2-N28--,Hostafrancs
1149,K015,2.162.977,41.413.108,NITBUS -N6--,el Baix Guinardó
1150,K015,2.217.192,41.412.267,NITBUS -N6--,el Besòs i el Maresme
1151,K015,2.185.215,41.385.122,NITBUS -N12--,"Sant Pere, Santa Caterina i la Ribera"
1152,K014,2.162.974,41.392.377,BUS -H10--,la Dreta de l'Eixample
1153,K015,2.194.643,41.398.745,NITBUS -N11--,el Poblenou
1154,K014,2.211.232,41.417.117,BUS -B25-V31-136--,el Besòs i el Maresme
1155,K015,2.211.232,41.417.117,NITBUS -N11--,el Besòs i el Maresme
1156,K015,2.147.087,4.140.866,NITBUS -N4--,el Putxet i el Farró
1157,K015,2.146.663,41.405.653,NITBUS -N0--,el Putxet i el Farró
1158,K015,2.139.648,41.359.604,NITBUS -N1--,la Marina de Port
1159,K014,2.193.804,41.452.841,BUS -11-V31--,la Trinitat Vella
1160,K015,2.167.755,41.415.757,NITBUS -N0-N6--,el Guinardó
1161,K015,2.200.643,41.413.936,NITBUS -N2--,Sant Martí de Provençals
1162,K014,2.162.872,41.428.718,BUS -19-H2-V25-V23--,Horta
1163,K015,2.162.872,41.428.718,NITBUS -N4--,Horta
1164,K014,2.176.036,41.444.904,BUS -60-127--,Verdun
1165,K014,215.458,4.138.683,BUS -59-141-V11--,l'Antiga Esquerra de l'Eixample
1166,K014,2.187.078,41.411.102,BUS -62-192-V25--,el Clot
1167,K015,2.187.078,41.411.102,NITBUS -N3--,el Clot
1168,K014,2.170.455,41.398.655,BUS -6-19-V19-D50--,la Dreta de l'Eixample
1169,K014,2.170.621,41.407.529,BUS -V21--,la Sagrada Família
1170,K014,2.163.214,4.140.396,BUS -114-V19--,el Camp d'en Grassot i Gràcia Nova
1171,K015,2.163.214,4.140.396,NITBUS -N6--,el Camp d'en Grassot i Gràcia Nova
1172,K015,2.148.841,41.423.268,NITBUS -N4--,la Teixonera
1173,K014,2.174.666,41.374.819,BUS -21-D20-H14-88-V11-89--,el Raval
1174,K014,2.163.982,41.409.607,BUS -114-V19--,el Camp d'en Grassot i Gràcia Nova
1175,K014,2.172.878,41.389.368,BUS -39--,la Dreta de l'Eixample
1176,K014,2.163.298,41.393.379,BUS -22-24--,la Dreta de l'Eixample
1177,K015,2.178.761,41.443.541,NITBUS -N1--,la Prosperitat
1178,K014,216.033,4.139.684,BUS -6-33-34-H8--,la Dreta de l'Eixample
1179,K014,2.158.024,41.382.699,BUS -V11--,l'Antiga Esquerra de l'Eixample
1180,K015,2.162.559,41.386.073,NITBUS -N3-N7-N8--,l'Antiga Esquerra de l'Eixample
1181,K015,2.152.376,41.378.405,NITBUS -N0--,la Nova Esquerra de l'Eixample
1182,K014,2.170.449,4.139.204,BUS -39-47-B24-V17--,la Dreta de l'Eixample
1183,K014,2.188.114,41.411.257,BUS -33-34-B24-H10--,el Clot
1184,K015,2.188.114,41.411.257,NITBUS -N9--,el Clot
1185,K015,2.137.685,41.410.384,NITBUS -N5--,el Putxet i el Farró
1186,K014,2.160.444,41.420.683,BUS -24--,el Carmel
1187,K014,2.157.858,41.419.052,BUS -24--,el Carmel
1188,K015,2.148.941,41.394.505,NITBUS -N8--,Sant Gervasi - Galvany
1189,K014,2.162.081,41.441.567,BUS -27-47-V27-182--,Canyelles
1190,K015,2.180.442,41.407.342,NITBUS -N9--,la Sagrada Família
1191,K014,2.128.149,41.392.158,BUS -6-34-70-H6-V3--,Pedralbes
1192,K014,2.142.498,41.374.297,BUS -115-V5--,Hostafrancs
1193,K014,2.137.075,41.371.968,BUS -115-V5--,Sants
1194,K014,2.160.375,41.429.624,BUS -185-V25-V23--,Horta
1195,K015,2.160.375,41.429.624,NITBUS -N4--,Horta
1196,K014,2.153.851,41.427.602,BUS -112-185--,la Clota
1197,K014,2.150.023,41.425.719,BUS -112-185--,la Teixonera
1198,K014,2.122.531,41.383.379,BUS -113-M12--,la Maternitat i Sant Ramon
1199,K014,2.110.887,41.391.559,BUS -113--,Pedralbes
1200,K014,2.123.614,41.390.687,BUS -V3--,Pedralbes
1201,K014,2.184.734,41.402.029,BUS -7-H12--,el Fort Pienc
1202,K014,2.181.501,41.380.485,BUS -59-D20-H14-V13--,el Barri Gòtic
1203,K014,2.189.186,41.444.716,BUS -60-V31--,Sant Andreu
1204,K014,2.156.082,41.376.608,BUS -13-55-91-H16--,Sant Antoni
1205,K014,2.163.746,41.375.127,BUS -D20--,Sant Antoni
1206,K014,2.167.188,41.401.535,BUS -39-47-H8-V19--,el Camp d'en Grassot i Gràcia Nova
1207,K014,2.152.597,4.139.047,BUS -59-63--,l'Antiga Esquerra de l'Eixample
1208,K017,2.183.106,41.431.588,Estació d'Autobusos Barcelona Fabra i Puig-,Sant Andreu
1209,K014,2.167.695,41.432.171,BUS -122--,el Turó de la Peira
1210,K014,2.169.205,41.431.792,BUS -122--,el Turó de la Peira
1211,K014,215.829,41.374.386,BUS -121--,el Poble-sec
1212,K014,208.663,41.421.762,BUS -118--,"Vallvidrera, el Tibidabo i les Planes"
1213,K014,2.101.263,41.416.819,BUS -128--,"Vallvidrera, el Tibidabo i les Planes"
1214,K014,2.179.593,4.142.183,BUS -19-47-V25-D50--,el Congrés i els Indians
1215,K015,2.179.593,4.142.183,NITBUS -N1-N4--,el Congrés i els Indians
1216,K014,2.137.776,41.369.959,BUS -91--,la Bordeta
1217,K014,2.179.725,41.434.511,BUS -11-132--,Porta
1218,K014,2.181.615,4.143.896,BUS -11-132--,Porta
1219,K014,2.182.567,41.440.129,BUS -132--,la Prosperitat
1220,K014,2.174.957,41.433.638,BUS -132--,Porta
1221,K015,2.176.998,41.424.634,NITBUS -N4--,el Congrés i els Indians
1222,K014,2.158.044,41.366.504,BUS -13--,el Poble-sec
1223,K014,2.196.808,41.400.361,BUS -6--,el Poblenou
1224,K014,2.130.731,41.392.555,BUS -V7--,les Tres Torres
1225,K014,2.133.174,41.403.798,BUS -70--,Sant Gervasi - la Bonanova
1226,K014,2.174.733,41.450.717,BUS -182--,Torre Baró
1227,K014,2.174.863,41.450.758,BUS -182--,Torre Baró
1228,K014,2.172.627,41.451.295,BUS -182--,Torre Baró
1229,K014,2.174.007,41.448.066,BUS -127--,les Roquetes
1230,K015,2.181.321,4.139.122,NITBUS -N12-N8-N28--,"Sant Pere, Santa Caterina i la Ribera"
1231,K014,2.156.895,41.400.724,BUS -114--,la Vila de Gràcia
1232,K014,2.148.369,41.416.184,BUS -129--,el Coll
1233,K014,2.122.041,4.139.766,BUS -130--,Sarrià
1234,K014,2.140.742,41.410.675,BUS -131--,el Putxet i el Farró
1235,K014,2.160.848,4.140.322,BUS -114--,la Vila de Gràcia
1236,K014,2.161.802,41.407.557,BUS -114--,el Camp d'en Grassot i Gràcia Nova
1237,K014,2.126.901,41.386.892,BUS -59--,la Maternitat i Sant Ramon
1238,K014,2.128.665,41.429.339,BUS -112--,Sant Genís dels Agudells
1239,K014,2.154.766,41.356.299,BUS -107--,el Poble-sec
1240,K014,2.1544,41.356.912,BUS -107--,el Poble-sec
1241,K014,2.126.266,41.393.884,BUS -34-130-V3--,Sarrià
1242,K015,2.206.544,41.397.478,NITBUS -N28--,el Poblenou
1243,K014,2.174.345,41.371.484,BUS -21--,el Poble-sec
1244,K014,2.114.236,41.401.491,BUS -V3--,Sarrià
1245,K014,2.119.115,41.398.056,BUS -V3--,Sarrià
1246,K014,2.132.975,41.409.686,BUS -123--,Sant Gervasi - la Bonanova
1247,K014,2.140.734,41.417.433,BUS -124--,Vallcarca i els Penitents
1248,K014,2.158.068,41.368.467,BUS -55--,el Poble-sec
1249,K015,2.196.326,41.385.257,NITBUS -N15--,la Barceloneta
1250,K014,2.156.195,41.368.634,BUS -55--,el Poble-sec
1251,K014,2.173.818,41.402.998,BUS -101--,la Sagrada Família
1252,K014,2.184.036,4.145.846,BUS -D50--,Torre Baró
1253,K015,2.178.519,41.461.602,NITBUS -N3--,Ciutat Meridiana
1254,K014,2.133.906,41.407.149,BUS -123-H4-V13--,Sant Gervasi - la Bonanova
1255,K014,2.155.535,41.390.333,BUS -63--,l'Antiga Esquerra de l'Eixample
1256,K015,2.141.979,41.369.535,NITBUS -N1-N13-N15-N16-N17-N18--,la Font de la Guatlla
1257,K014,2.147.026,41.369.452,BUS -13-23-150--,el Poble-sec
1258,K015,2.191.803,41.423.719,NITBUS -N9--,la Sagrera
1259,K014,2.159.651,41.436.817,BUS -185--,Horta
1260,K014,2.173.183,41.418.603,BUS -117--,el Guinardó
1261,K015,2.163.466,41.440.762,NITBUS -N4-N6--,Canyelles
1262,K015,2.215.352,4.140.706,NITBUS -N28--,Diagonal Mar i el Front Marítim del Poblenou
1263,K014,2.141.369,41.381.243,BUS -78-115-V7--,Sants
1264,K014,2.188.561,41.391.844,BUS -B25-B20-H16--,el Parc i la Llacuna del Poblenou
1265,K015,2.160.817,41.407.975,NITBUS -N6--,el Camp d'en Grassot i Gràcia Nova
1266,K015,2.176.278,41.440.451,NITBUS -N1--,Verdun
1267,K015,2.137.666,41.362.334,NITBUS -N1--,la Marina de Port
1268,K015,2.139.324,41.367.538,NITBUS -N1-N13-N15-N16-N17-N18--,la Marina de Port
1269,K014,2.187.384,41.412.555,BUS -33-34-H10--,el Clot
1270,K015,2.179.699,41.462.178,NITBUS -N3--,Ciutat Meridiana
1271,K014,218.147,41.460.756,BUS -62-96-97-104--,Torre Baró
1272,K014,2.189.712,41.418.444,BUS -126-V27--,la Sagrera
1273,K015,2.206.991,41.418.689,NITBUS -N2--,la Verneda i la Pau
1274,K014,2.140.043,41.368.327,BUS -46-65-79-109-165-L70-L72-L80-L86-L94-L95-CJ-H12-H16-V5-E95-E86-E70-E80--,la Bordeta
1275,K014,2.138.555,41.420.651,BUS -119--,Vallcarca i els Penitents
1276,K014,2.138.582,41.418.633,BUS -119--,Vallcarca i els Penitents
1277,K014,2.169.117,41.418.542,BUS -114--,el Guinardó
1278,K014,2.164.193,41.421.988,BUS -117--,la Font d'en Fargues
1279,K014,2.163.666,41.422.345,BUS -117--,la Font d'en Fargues
1280,K014,2.112.331,41.328.709,BUS -21--,la Marina del Prat Vermell
1281,K014,2.183.877,41.420.588,BUS -191--,Navas
1282,K014,2.181.818,4.141.858,BUS -191--,Navas
1283,K014,2.139.186,41.368.084,BUS -115-V5--,la Bordeta
1284,K014,2.142.641,414.158,BUS -129--,Vallcarca i els Penitents
1285,K014,2.150.138,41.417.794,BUS -129--,el Coll
1286,K014,2.169.139,41.430.214,BUS -122--,Vilapicina i la Torre Llobeta
1287,K014,2.185.284,41.446.962,BUS -127--,la Trinitat Nova
1288,K014,2.167.588,41.412.929,BUS -V21--,el Baix Guinardó
1289,K014,2.180.778,41.399.398,BUS -V21--,el Fort Pienc
1290,K014,212.092,41.386.617,BUS -L97-H6-E97-E98-E79-E43-E30--,la Maternitat i Sant Ramon
1291,K014,2.089.834,41.426.118,BUS -118--,"Vallvidrera, el Tibidabo i les Planes"
1292,K014,2.188.673,41.441.994,BUS -11-126-127--,Sant Andreu
1293,K014,2.111.551,41.386.098,BUS -33--,Pedralbes
1294,K014,2.195.455,41.398.729,BUS -V23--,el Poblenou
1295,K014,2.175.819,41.415.154,BUS -192-V23-191--,el Guinardó
1296,K014,2.178.862,41.420.235,BUS -117--,el Guinardó
1297,K014,2.134.638,41.416.607,BUS -124--,Sant Gervasi - la Bonanova
1298,K014,2.132.684,41.417.751,BUS -124--,Sant Gervasi - la Bonanova
1299,K014,2.130.864,41.418.265,BUS -124--,Sant Gervasi - la Bonanova
1300,K014,2.133.995,41.419.021,BUS -124--,Vallcarca i els Penitents
1301,K014,2.133.642,41.419.769,BUS -124--,Vallcarca i els Penitents
1302,K014,2.135.816,41.419.277,BUS -124--,Vallcarca i els Penitents
1303,K014,2.094.685,41.418.372,BUS -118--,"Vallvidrera, el Tibidabo i les Planes"
1304,K014,2.094.884,41.429.884,BUS -128--,"Vallvidrera, el Tibidabo i les Planes"
1305,K014,2.093.835,41.426.404,BUS -128--,"Vallvidrera, el Tibidabo i les Planes"
1306,K014,2.092.882,41.426.157,BUS -128--,"Vallvidrera, el Tibidabo i les Planes"
1307,K015,2.182.168,41.448.953,NITBUS -N1-N6--,la Trinitat Nova
1308,K015,2.159.979,41.420.003,NITBUS -N4-N5--,el Carmel
1309,K014,2.121.374,41.425.396,BUS -111--,Sant Genís dels Agudells
1310,K014,2.171.595,41.408.236,BUS -19-V21--,la Sagrada Família
1311,K015,2.180.636,4.138.248,NITBUS -N8-N28--,el Barri Gòtic
1312,K014,2.157.344,41.421.314,BUS -119-86--,el Carmel
1313,K014,2.166.486,41.380.509,BUS -120--,el Raval
1314,K014,2.190.183,41.449.941,BUS -126-127--,la Trinitat Vella
1315,K014,2.170.244,41.377.661,BUS -120--,el Raval
1316,K014,2.174.827,41.376.451,BUS -120--,el Raval
1317,K014,2.166.809,41.384.033,BUS -120--,el Raval
1318,K014,2.092.236,41.427.407,BUS -128--,"Vallvidrera, el Tibidabo i les Planes"
1319,K014,2.095.171,41.417.922,BUS -118--,"Vallvidrera, el Tibidabo i les Planes"
1320,K014,2.089.791,41.426.184,BUS -118--,"Vallvidrera, el Tibidabo i les Planes"
1321,K014,2.176.468,41.448.593,BUS -11--,les Roquetes
1322,K014,2.184.035,41.381.034,BUS -100--,la Barceloneta
1323,K014,2.180.377,41.458.908,BUS -199-183--,Torre Baró
1324,K014,2.178.825,41.457.643,BUS -199-183--,Torre Baró
1325,K014,2.177.217,41.456.872,BUS -199-183--,Torre Baró
1326,K014,218.126,41.460.535,BUS -180-197--,Torre Baró
1327,K014,2.180.207,41.467.081,BUS -197--,Vallbona
1328,K014,2.162.506,4.140.496,BUS -116--,la Vila de Gràcia
1329,K014,2.157.344,41.419.046,BUS -119-86--,el Carmel
1330,K014,2.152.698,41.421.951,BUS -119--,el Carmel
1331,K014,2.176.773,41.374.817,BUS -D20-H14--,el Raval
1332,K014,2.188.275,4.137.416,BUS -V15-V19--,la Barceloneta
1333,K014,2.180.101,41.416.398,BUS -117--,el Guinardó
1334,K014,2.161.719,4.143.382,BUS -185--,Horta
1335,K014,2.169.753,41.439.042,BUS -47-76-H4-H2-M19-182--,la Guineueta
1336,K015,2.169.753,41.439.042,NITBUS -N6--,la Guineueta
1337,K014,2.137.566,41.403.086,BUS -V13--,Sant Gervasi - la Bonanova
1338,K014,2.198.702,41.421.589,BUS -V29--,Sant Martí de Provençals
1339,K015,2.118.759,41.385.881,NITBUS -N12--,la Maternitat i Sant Ramon
1340,K014,2.187.744,41.370.769,BUS -V15-V19--,la Barceloneta
1341,K014,2.153.896,41.361.839,BUS -13--,el Poble-sec
1342,K014,216.233,41.442.885,BUS -27-47-V27-182--,Canyelles
1343,K014,2.187.281,41.379.865,BUS -47-59-D20-V15-V19--,la Barceloneta
1344,K014,2.188.593,41.374.363,BUS -V15-V19--,la Barceloneta
1345,K014,2.203.577,41.418.274,BUS -V29--,la Verneda i la Pau
1346,K015,2.153.177,41.433.146,NITBUS -N4--,Horta
1347,K014,2.135.821,41.387.342,BUS -59-H8--,les Corts
1348,K015,2.137.583,41.402.651,NITBUS -N0--,Sant Gervasi - la Bonanova
1349,K014,2.130.147,41.404.874,BUS -123-H4--,Sant Gervasi - la Bonanova
1350,K015,2.130.511,41.404.939,NITBUS -N8--,Sant Gervasi - la Bonanova
1351,K014,2.193.312,41.396.181,BUS -6-B25-B20-V23-136--,el Parc i la Llacuna del Poblenou
1352,K015,2.187.632,41.451.521,NITBUS -N1--,la Trinitat Nova
1353,K014,217.819,41.373.187,BUS -100--,el Raval
1354,K014,218.909,41.446.136,BUS -60-126-127--,Sant Andreu
1355,K014,2.204.879,41.432.751,BUS -60--,el Bon Pastor
1356,K014,2.180.987,41.389.647,BUS -120--,"Sant Pere, Santa Caterina i la Ribera"
1357,K014,2.178.564,41.378.381,BUS -120--,el Barri Gòtic
1358,K014,2.119.208,41.424.158,BUS -111--,"Vallvidrera, el Tibidabo i les Planes"
1359,K014,2.144.063,41.358.448,BUS -13-23-V5--,la Marina de Port
1360,K014,2.141.746,41.424.358,BUS -19-27-60-119-V17-H4--,Sant Genís dels Agudells
1361,K014,2.145.426,41.432.097,BUS -27-60-76-V21-H4-M19-135--,Montbau
1362,K014,2.164.305,41.431.613,BUS -122--,el Turó de la Peira
1363,K014,2.166.548,41.431.074,BUS -122--,el Turó de la Peira
1364,K014,2.199.886,41.425.104,BUS -B24-V31--,la Verneda i la Pau
1365,K014,2.200.084,41.424.969,BUS -B24-V31--,la Verneda i la Pau
1366,K015,218.956,41.392.684,NITBUS -N0-N15--,el Parc i la Llacuna del Poblenou
1367,K014,2.132.563,4.138.033,BUS -V5--,Sants
1368,K014,2.107.952,41.387.486,BUS -175--,Pedralbes
1369,K015,2.138.634,41.382.957,NITBUS -N3--,Sants
1370,K014,2.173.015,41.421.313,BUS -39-117--,el Guinardó
1371,K014,2.156.002,41.437.508,BUS -185--,Horta
1372,K014,2.156.924,41.435.732,BUS -185--,Horta
1373,K014,2.150.274,41.373.643,BUS -65-165--,el Poble-sec
1374,K014,2.143.634,41.392.389,BUS -X1--,les Corts
1375,K014,2.177.292,41.394.244,BUS -54--,el Fort Pienc
1376,K014,2.182.388,41.446.338,BUS -127--,la Prosperitat
1377,K014,2.121.269,41.378.383,BUS -V1--,la Maternitat i Sant Ramon
1378,K014,2.150.461,41.372.908,BUS -L80--,el Poble-sec
1379,K014,2.136.372,41.322.353,BUS -PR4-88-89--,la Marina del Prat Vermell
1380,K014,2.187.158,41.408.245,BUS -192-V25--,el Clot
1381,K014,2.147.088,41.431.829,BUS -135--,la Vall d'Hebron
1382,K014,2.145.128,41.433.138,BUS -135--,Montbau
1383,K014,2.141.984,41.432.664,BUS -135--,Montbau
1384,K014,2.165.773,41.386.881,BUS -63--,la Dreta de l'Eixample
1385,K014,2.107.875,41.386.425,BUS -V1--,Pedralbes
1386,K014,218.257,41.416.955,BUS -192-V25--,el Camp de l'Arpa del Clot
1387,K014,214.822,41.435.169,BUS -V23--,la Vall d'Hebron
1388,K014,2.141.563,41.380.642,BUS -L94-CJ-H10--,Sants
1389,K014,2.182.772,41.380.901,BUS -V17--,el Barri Gòtic
1390,K014,2.163.001,41.436.104,BUS -185--,Horta
1391,K014,2.216.324,41.410.537,BUS -7--,Diagonal Mar i el Front Marítim del Poblenou
1392,K014,2.157.174,41.429.737,BUS -V25--,Horta
1393,K014,2.187.315,41.400.011,BUS -BCTE--,el Parc i la Llacuna del Poblenou
1394,K014,2.170.152,41.370.729,BUS -BCTO--,el Poble-sec
1395,K014,2.153.852,41.366.129,BUS -BCTO--,el Poble-sec
1396,K014,2.150.182,41.371.129,BUS -BCTO--,el Poble-sec
1397,K014,2.195.316,41.435.596,BUS -M28--,el Bon Pastor
1398,K014,2.197.064,41.443.195,BUS -M28--,Baró de Viver
1399,K015,2.201.239,41.394.342,NITBUS -N6--,el Poblenou
1400,K014,2.167.323,4.143.024,BUS -H2--,Vilapicina i la Torre Llobeta
1401,K014,2.134.459,41.415.249,BUS -V15--,Sant Gervasi - la Bonanova
1402,K014,2.206.502,41.412.917,BUS -H14--,Provençals del Poblenou
1403,K015,2.206.502,41.412.917,NITBUS -N11--,Provençals del Poblenou
1404,K014,2.121.973,41.378.266,BUS -H8--,la Maternitat i Sant Ramon
1405,K014,2.210.862,4.142.223,BUS -60--,la Verneda i la Pau
1406,K014,2.136.338,41.354.556,BUS -79--,la Marina de Port
1407,K015,2.135.577,41.401.814,NITBUS -N8--,Sant Gervasi - la Bonanova
1408,K015,2.149.108,41.406.246,NITBUS -N0--,el Putxet i el Farró
1409,K014,2.160.101,41.376.385,BUS -13--,Sant Antoni
1410,K014,2.162.778,41.375.522,BUS -V9--,Sant Antoni
1411,K014,214.211,41.386.193,BUS -V9--,les Corts
1412,K014,2.153.216,41.382.751,BUS -V9--,la Nova Esquerra de l'Eixample
1413,K014,2.155.937,41.380.688,BUS -V9--,la Nova Esquerra de l'Eixample
1414,K015,217.601,41.459.606,NITBUS -N3--,Ciutat Meridiana
1415,K014,2.204.818,41.396.003,BUS -V25--,el Poblenou
1416,K014,2.145.422,41.322.628,BUS -88-89--,la Marina del Prat Vermell
1417,K015,216.906,41.387.158,NITBUS -N13--,la Dreta de l'Eixample
1418,K014,2.166.225,41.358.584,BUS -88-89--,la Marina del Prat Vermell
1419,K014,2.148.004,41.345.266,BUS -88-89--,la Marina del Prat Vermell
1420,K014,2.167.806,41.360.089,BUS -88-89--,la Marina del Prat Vermell
1421,K015,2.197.248,4.138.806,NITBUS -N6-N28--,la Vila Olímpica del Poblenou
1422,K014,2.198.625,41.416.929,BUS -V29--,Sant Martí de Provençals
1423,K014,2.217.875,41.407.432,BUS -V29--,Diagonal Mar i el Front Marítim del Poblenou
1424,K014,2.174.238,41.416.635,BUS -H6--,el Guinardó
1425,K015,2.202.458,41.408.023,NITBUS -N11-N8--,Provençals del Poblenou
1426,K014,2.173.522,41.415.166,BUS -V23-191--,el Guinardó
1427,K014,2.199.841,41.405.297,BUS -H14--,el Poblenou
1428,K015,2.199.841,41.405.297,NITBUS -N11-N8--,el Poblenou
1429,K015,2.204.068,41.411.201,NITBUS -N11--,Provençals del Poblenou
1430,K015,2.171.466,41.413.488,NITBUS -N0--,el Guinardó
1431,K015,2.151.298,41.421.697,NITBUS -N4--,el Carmel
1432,K015,2.143.481,41.392.562,NITBUS -N12--,Sant Gervasi - Galvany
1433,K014,2.140.506,41.321.753,BUS -88-89--,la Marina del Prat Vermell
1434,K014,2.188.468,41.404.329,BUS -7-H12-V25--,el Parc i la Llacuna del Poblenou
1435,K014,2.176.898,41.420.644,BUS -H6--,el Guinardó
1436,K014,2.1694,41.390.977,BUS -39-47-B24-V17--,la Dreta de l'Eixample
1437,K014,213.673,41.414.674,BUS -123-124-131-V17-H4--,Sant Gervasi - la Bonanova
